Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
1968,Seebrook&Hall (1998),D95-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,1.524,1.600,1.270,1.455,2.962,1,0.000,0.107,0.107,0.575,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.056,3.153,-1.075,8.065,
1969,Seebrook&Hall (1998),D95-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.188,2.031,2.133,1.693,1.939,4.180,1,0.000,0.110,0.110,0.585,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,1.500,1.500,5.000,5.000,5.000,5.000,5.000,0.400,0.032,3.186,-1.064,7.979,
1970,Seebrook&Hall (1998),D75-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.109,1.164,0.924,1.058,1.595,1,0.000,0.005,0.005,0.098,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.864,0.000,11.765,
1971,Seebrook&Hall (1998),D75-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,1.524,1.600,1.270,1.455,2.339,1,0.000,0.006,0.006,0.113,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.016,0.898,0.000,11.321,
1972,Seebrook&Hall (1998),D75-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,2.031,2.133,1.693,1.939,3.215,1,0.000,0.008,0.008,0.160,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.847,0.000,12.000,
1973,Seebrook&Hall (1998),D75-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,1.109,1.164,0.924,1.058,1.595,1,0.000,0.008,0.008,0.084,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.054,1.610,0.000,6.316,
1974,Seebrook&Hall (1998),D75-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,1.524,1.600,1.270,1.455,2.339,1,0.000,0.012,0.012,0.119,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.031,1.712,0.000,5.941,
1975,Seebrook&Hall (1998),D75-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.097,2.031,2.133,1.693,1.939,3.215,1,0.000,0.014,0.014,0.144,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.644,0.000,6.186,
1976,Seebrook&Hall (1998),D75-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.128,1.109,1.164,0.924,1.058,1.595,1,0.000,0.013,0.013,0.102,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.073,2.169,0.000,4.688,
1977,Seebrook&Hall (1998),D75-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,1.524,1.600,1.270,1.455,2.339,1,0.000,0.020,0.020,0.140,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.043,2.424,0.000,4.196,
1978,Seebrook&Hall (1998),D75-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.141,2.031,2.133,1.693,1.939,3.215,1,0.000,0.023,0.023,0.163,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.390,0.000,4.255,
1979,Seebrook&Hall (1998),D80-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,1.109,1.164,0.924,1.058,1.699,1,0.000,0.027,0.027,0.563,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.027,0.814,-1.042,12.500,
1980,Seebrook&Hall (1998),D80-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,1.354,1.422,1.129,1.293,2.194,1,0.000,0.027,0.027,0.540,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.019,0.847,-1.000,12.000,
1981,Seebrook&Hall (1998),D80-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,2.031,2.133,1.693,1.939,3.495,1,0.000,0.027,0.027,0.551,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.008,0.831,-1.020,12.245,
1982,Seebrook&Hall (1998),D80-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,1.219,1.280,1.016,1.164,1.924,1,0.000,0.038,0.038,0.404,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.044,1.593,-0.532,6.383,
1983,Seebrook&Hall (1998),D80-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,1.354,1.422,1.129,1.293,2.194,1,0.000,0.041,0.041,0.418,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.038,1.661,-0.510,6.122,
1984,Seebrook&Hall (1998),D80-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,2.031,2.133,1.693,1.939,3.495,1,0.000,0.040,0.040,0.421,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.016,1.610,-0.526,6.316,
1985,Seebrook&Hall (1998),D80-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,1.109,1.164,0.924,1.058,1.699,1,0.000,0.044,0.044,0.341,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.074,2.186,-0.388,4.651,
1986,Seebrook&Hall (1998),D80-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,1.524,1.600,1.270,1.455,2.527,1,0.000,0.051,0.051,0.357,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.043,2.424,-0.350,4.196,
1987,Seebrook&Hall (1998),D80-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.138,2.031,2.133,1.693,1.939,3.495,1,0.000,0.050,0.050,0.362,0.000,0.800,0.300,0.300,0.000,0.250,-0.050,-0.050,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.339,-0.362,4.348,
1988,Seebrook&Hall (1998),D85-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,1.109,1.164,0.924,1.058,1.783,1,0.000,0.037,0.037,0.755,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.028,0.831,-2.041,12.245,
1989,Seebrook&Hall (1998),D85-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.354,1.422,1.129,1.293,2.326,1,0.000,0.039,0.039,0.765,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.020,0.864,-1.961,11.765,
1990,Seebrook&Hall (1998),D85-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,2.031,2.133,1.693,1.939,3.746,1,0.000,0.039,0.039,0.765,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.864,-1.961,11.765,
1991,Seebrook&Hall (1998),D85-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,1.109,1.164,0.924,1.058,1.783,1,0.000,0.059,0.059,0.634,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.053,1.576,-1.075,6.452,
1992,Seebrook&Hall (1998),D85-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,1.524,1.600,1.270,1.455,2.690,1,0.000,0.062,0.062,0.633,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.030,1.661,-1.020,6.122,
1993,Seebrook&Hall (1998),D85-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,2.031,2.133,1.693,1.939,3.746,1,0.000,0.062,0.062,0.633,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.661,-1.020,6.122,
1994,Seebrook&Hall (1998),D85-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,1.109,1.164,0.924,1.058,1.783,1,0.000,0.068,0.068,0.535,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.073,2.153,-0.787,4.724,
1995,Seebrook&Hall (1998),D85-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.142,1.354,1.422,1.129,1.293,2.326,1,0.000,0.074,0.074,0.521,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.054,2.407,-0.704,4.225,
1996,Seebrook&Hall (1998),D85-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.141,2.031,2.133,1.693,1.939,3.746,1,0.000,0.075,0.075,0.532,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.390,-0.709,4.255,
1997,Seebrook&Hall (1998),D85-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180,1.524,1.600,1.270,1.455,2.690,1,0.000,0.082,0.082,0.456,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.054,3.051,-0.556,3.333,
1998,Seebrook&Hall (1998),D85-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,2.031,2.133,1.693,1.939,3.746,1,0.000,0.084,0.084,0.469,0.000,0.850,0.350,0.350,0.000,0.250,-0.100,-0.100,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.030,3.034,-0.559,3.352,
1999,Seebrook&Hall (1998),D90-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.109,1.164,0.924,1.058,1.851,1,0.000,0.041,0.041,0.804,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.864,-2.941,11.765,
2000,Seebrook&Hall (1998),D90-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,1.354,1.422,1.129,1.293,2.440,1,0.000,0.042,0.042,0.808,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.020,0.881,-2.885,11.538,
2001,Seebrook&Hall (1998),D90-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,2.031,2.133,1.693,1.939,3.973,1,0.000,0.043,0.043,0.843,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.864,-2.941,11.765,
2002,Seebrook&Hall (1998),D90-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,1.219,1.280,1.016,1.164,2.119,1,0.000,0.069,0.069,0.726,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.045,1.610,-1.579,6.316,
2003,Seebrook&Hall (1998),D90-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,1.354,1.422,1.129,1.293,2.440,1,0.000,0.076,0.076,0.760,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.038,1.695,-1.500,6.000,
2004,Seebrook&Hall (1998),D90-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,2.031,2.133,1.693,1.939,3.973,1,0.000,0.077,0.077,0.786,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.661,-1.531,6.122,
2005,Seebrook&Hall (1998),D90-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,1.219,1.280,1.016,1.164,2.119,1,0.000,0.085,0.085,0.659,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.061,2.186,-1.163,4.651,
2006,Seebrook&Hall (1998),D90-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,1.354,1.422,1.129,1.293,2.440,1,0.000,0.097,0.097,0.678,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.055,2.424,-1.049,4.196,
2007,Seebrook&Hall (1998),D90-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,2.031,2.133,1.693,1.939,3.973,1,0.000,0.098,0.098,0.685,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.024,2.424,-1.049,4.196,
2008,Seebrook&Hall (1998),D90-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,1.354,1.422,1.129,1.293,2.440,1,0.000,0.105,0.105,0.587,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.069,3.034,-0.838,3.352,
2009,Seebrook&Hall (1998),D90-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.179,2.031,2.133,1.693,1.939,3.973,1,0.000,0.108,0.108,0.603,0.000,0.900,0.400,0.400,0.000,0.250,-0.150,-0.150,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.030,3.034,-0.838,3.352,
2010,Seebrook&Hall (1998),D95-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,1.109,1.164,0.924,1.058,1.906,1,0.000,0.045,0.045,0.849,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.030,0.898,-3.774,11.321,
2011,Seebrook&Hall (1998),D95-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.054,1.354,1.422,1.129,1.293,2.540,1,0.000,0.046,0.046,0.852,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.021,0.915,-3.704,11.111,
2012,Seebrook&Hall (1998),D95-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,2.031,2.133,1.693,1.939,4.180,1,0.000,0.045,0.045,0.849,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.898,-3.774,11.321,
2013,Seebrook&Hall (1998),D95-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,1.109,1.164,0.924,1.058,1.906,1,0.000,0.078,0.078,0.788,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.057,1.678,-2.020,6.061,
2014,Seebrook&Hall (1998),D95-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,1.354,1.422,1.129,1.293,2.540,1,0.000,0.084,0.084,0.816,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.039,1.746,-1.942,5.825,
2015,Seebrook&Hall (1998),D95-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.101,2.031,2.133,1.693,1.939,4.180,1,0.000,0.085,0.085,0.842,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.017,1.712,-1.980,5.941,
2016,Seebrook&Hall (1998),D95-7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,1.109,1.164,0.924,1.058,1.906,1,0.000,0.096,0.096,0.722,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.076,2.254,-1.504,4.511,
2017,Seebrook&Hall (1998),D95-8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.148,1.524,1.600,1.270,1.455,2.962,1,0.000,0.110,0.110,0.743,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.045,2.508,-1.351,4.054,
2018,Seebrook&Hall (1998),D95-9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.145,2.031,2.133,1.693,1.939,4.180,1,0.000,0.113,0.113,0.779,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.025,2.458,-1.379,4.138,
2019,Seebrook&Hall (1998),D95-10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,1.354,1.422,1.129,1.293,2.540,1,0.000,0.126,0.126,0.689,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.070,3.102,-1.093,3.279,
2020,Seebrook&Hall (1998),D95-11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.184,2.031,2.133,1.693,1.939,4.180,1,0.000,0.126,0.126,0.685,0.000,0.950,0.450,0.450,0.000,0.250,-0.200,-0.200,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.600,0.600,5.000,5.000,5.000,5.000,5.000,0.400,0.031,3.119,-1.087,3.261,
2021,Seebrook&Hall (1998),D75-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,1.109,1.164,0.924,1.058,1.595,1,0.000,0.012,0.012,0.235,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.300,0.300,5.000,5.000,5.000,5.000,5.000,0.400,0.029,0.864,0.000,5.882,
2022,Seebrook&Hall (1998),D75-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,1.354,1.422,1.129,1.293,2.040,1,0.000,0.014,0.014,0.264,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.300,0.300,5.000,5.000,5.000,5.000,5.000,0.400,0.020,0.898,0.000,5.660,
2023,Seebrook&Hall (1998),D75-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,2.031,2.133,1.693,1.939,3.215,1,0.000,0.017,0.017,0.333,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.300,0.300,5.000,5.000,5.000,5.000,5.000,0.400,0.009,0.864,0.000,5.882,
2024,Seebrook&Hall (1998),D75-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,1.109,1.164,0.924,1.058,1.595,1,0.000,0.022,0.022,0.232,0.000,0.750,0.250,0.250,0.000,0.250,0.000,0.000,10.000,2,0.000,0.000,0.000,0.059,0.118,0.000,0.000,0.017,0.132,0.288,0.500,0.300,0.300,5.000,5.000,5.000,5.000,5.000,0.400,0.054,1.610,0.000,3.158,
